id,func_group_id,func_group_name,list_id,bus_id,bus_name,func_id,func_name,batch_id,batch_name,description,language_type,proc_type,ext_if,comment
122,"KJB","勧誘DM管理システム",15,"KJBE01","DM局出データ作成","FNKJBE0106","出力形態設定","BTGKJBE0106J01","出力形態設定処理","・局出候補データから局出停止非該当、未削除のデータを取得し、下記の処理を行う。
　　①出力形態指示マスタ、ＤＭテスト指示マスタ、局出件数データにより出力形態を取得し、局出候補データの出力形態指示区分を設定する。
　　②局出件数データにより、局出候補データの作成件数を設定する。
　　③協会勧誘の出力形態指示区分がタナックの場合、講座3桁コードの2～3桁をスペースに変換する
　　④出力形態指示区分が「機械紙」OR「タック紙」OR「タナック」かつV社（国際文化カレッジ）とX社（日本通信美術学園）以外の場合、ゆうメール出力フラグを設定する","PL/SQL","DB更新","",""
123,"KJB","勧誘DM管理システム",16,"KJBE01","DM局出データ作成","FNKJBE0108","局出用帳票データ作成","BTGKJBE0108J01","局出用帳票データ作成処理","局出データから起動時パラメータで指定されたDMの種類のデータを抽出し、アイエムエス向けの局出用帳票のデータ（ＤＭ作業指示書データ、アイエムエス向け件数表データ、郵便番号別ＤＭ発送件数表データ、DM件数集計データ、件数内訳データ）の集計を行う","PL/SQL","DB更新","",""
124,"KJB","勧誘DM管理システム",17,"KJBF01","DM局戻り","FNKJBF0101","DM局戻り再局出","BTGKJBF0101J01","DM局戻り再局出処理","ＤＭ局戻りデータから再局出作成フラグが未作成のデータを取得し、下記の処理を行う。
　①下記の条件を満たす場合、再局出作成対象と判定する
　　　A-1DMの局戻り※
　　　かつ、（局戻り区分が「DM通常」、かつステータスDBの局戻りカウント≦1）または、（局戻り区分が「DM通常」以外、かつ、ステータスDBの局戻りカウント＝0）
　　　かつ、ＤＭが追求中
　②上記①で再局出対象と判定した場合、再局出するために、局出候補データに登録する。

※汎用コードマスタに対象のDMコード6桁目、7桁目を定義する。11、21）","PL/SQL","DB更新","",""
125,"KJB","勧誘DM管理システム",18,"KJBF01","DM局戻り","FNKJBF0102","DM局戻りカウントアップ","BTGKJBF0102J01","DM局戻りカウントアップ処理","ＤＭ局戻りデータからカウントアップ作成区分が未作成のデータを取得し、顧客番号によりステータスＤＢの局戻りカウントを加算する。","PL/SQL","DB更新","",""
126,"KJB","勧誘DM管理システム",19,"KJBW01","アウトプット","FNKJBW0101","BOX別講座別A1ラベル作成件数表出力","BTGKJBW0101J01","BOX別講座別A1ラベル作成件数表出力処理","BOX別講座別A1ラベル作成件数表を出力する","PL/SQL","DB更新","",""
127,"KJB","勧誘DM管理システム",20,"KJBW01","アウトプット","FNKJBW0102","追求名簿足切状況表出力","BTGKJBW0102J01","追求名簿足切状況表出力処理","追求名簿足切件数表を出力する","PL/SQL","DB更新","",""
128,"KJB","勧誘DM管理システム",21,"KJBW01","アウトプット","FNKJBW0103","出力形態別件数表出力","BTGKJBW0103J01","出力形態別件数表出力処理","出力形態別件数表を出力する","PL/SQL","DB更新","",""
129,"KJB","勧誘DM管理システム",22,"KJBW01","アウトプット","FNKJBW0104","レギュラーDMラベル日別内訳表出力","BTGKJBW0104J01","レギュラーDMラベル日別内訳表出力処理","レギュラーDMラベル日別内訳を出力する","PL/SQL","DB更新","",""
130,"KJB","勧誘DM管理システム",23,"KJBW01","アウトプット","FNKJBW0105","講座別DMコード別件数表出力","BTGKJBW0105J01","講座別DMコード別件数表出力処理","講座別DMコード別件数表を出力する","PL/SQL","DB更新","",""
131,"KJB","勧誘DM管理システム",24,"KJBW01","アウトプット","FNKJBW0106","講座別DMコード別件数表（総合版）出力","BTGKJBW0106J01","講座別DMコード別件数表（総合版）出力処理","講座別DMコード別件数表（総合版）を出力する","PL/SQL","DB更新","",""
132,"KJB","勧誘DM管理システム",25,"KJBW01","アウトプット","FNKJBW0107","DMラベル件数表出力","BTGKJBW0107J01","DMラベル件数表出力処理","DMラベル件数表を出力する","PL/SQL","DB更新","",""
133,"KJB","勧誘DM管理システム",26,"KJBW01","アウトプット","FNKJBW0108","DM局戻りチェックリスト出力","BTGKJBW0108J01","DM局戻りチェックリスト出力処理","DM局戻りチェックリストを出力する","PL/SQL","DB更新","",""
134,"KJB","勧誘DM管理システム",27,"KJBW01","アウトプット","FNKJBW0109","DM作業指示書出力","BTGKJBW0109J01","DM作業指示書出力処理","DM作業指示書を出力する","PL/SQL","DB更新","",""
135,"KJB","勧誘DM管理システム",28,"KJBW01","アウトプット","FNKJBW0110","DM局戻り月報出力","BTGKJBW0110J01","DM局戻り月報出力処理","DM局戻り月報を出力する","PL/SQL","DB更新","",""
136,"KJB","勧誘DM管理システム",29,"KJBW01","アウトプット","FNKJBW0111","郵便番号別DM発送件数表出力","BTGKJBW0111J01","郵便番号別DM発送件数表出力処理","郵便番号別DM発送件数表を出力する","PL/SQL","DB更新","",""
137,"KJB","勧誘DM管理システム",30,"KJBW01","アウトプット","FNKJBW0112","件数内訳出力","BTGKJBW0112J01","件数内訳出力処理","DM、ラベルの種類別に件数内訳をCSV出力する","PL/SQL","DB更新","",""
138,"KJB","勧誘DM管理システム",31,"KJBW01","アウトプット","FNKJBW0113","アイエムエス向け件数ファイル出力","BTGKJBW0113J01","アイエムエス向け件数ファイル出力処理","アイエムエス向け件数ファイルをCSV出力する","PL/SQL","DB更新","",""
139,"KJB","勧誘DM管理システム",32,"KJBW01","アウトプット","FNKJBW0114","郵便番号別DM発送件数表出力","BTGKJBW0114J01","郵便番号別DM発送件数表出力処理","郵便番号別DM発送件数表を出力する","PL/SQL","DB更新","",""
140,"KJB","勧誘DM管理システム",33,"KJBW01","アウトプット","FNKJBW0115","OCSカウントリスト（A-1FUC）出力","BTGKJBW0115J01","OCSカウントリスト（A-1FUC）出力処理","A-1FUCのOCSカウントリストを出力する","PL/SQL","DB更新","",""
141,"KJB","勧誘DM管理システム",34,"KJBW01","アウトプット","FNKJBW0116","OCSカウントリスト（追求）出力","BTGKJBW0116J01","OCSカウントリスト（追求）出力処理","追求のOCSカウントリストを出力する","PL/SQL","DB更新","",""
142,"KJB","勧誘DM管理システム",35,"KJBW01","アウトプット","FNKJBW0117","DMデータOCR表示カウントリスト（A-1）出力","BTGKJBW0117J01","DMデータOCR表示カウントリスト（A-1）出力処理","A-1のDMデータOCR表示カウントリストをCSV出力する","PL/SQL","DB更新","",""
143,"KJB","勧誘DM管理システム",36,"KJBW01","アウトプット","FNKJBW0118","DMデータOCR表示カウントリスト（A-1FUC）出力","BTGKJBW0118J01","DMデータOCR表示カウントリスト（A-1FUC）出力処理","A-1FUCのDMデータOCR表示カウントリストをCSV出力する","PL/SQL","DB更新","",""
144,"KJB","勧誘DM管理システム",37,"KJBW01","アウトプット","FNKJBW0119","DMデータOCR表示カウントリスト（追求）出力","BTGKJBW0119J01","DMデータOCR表示カウントリスト（追求）出力処理","追求のDMデータOCR表示カウントリストをCSV出力する","PL/SQL","DB更新","",""
145,"KJB","勧誘DM管理システム",38,"KJBW01","アウトプット","FNKJBW0120","DM履歴削除件数表（基幹）出力","BTGKJBW0120J01","DM履歴削除件数表（基幹）出力処理","DM履歴削除件数表（基幹）をCSV出力する","PL/SQL","DB更新","",""
146,"KJB","勧誘DM管理システム",39,"KJBW01","アウトプット","FNKJBW0121","DM宛名ラベル用データ作成（タナック）","BTGKJBW0121J01","DM宛名ラベル用データ作成処理（タナック）","局出データから、出力形態がタナック、かつ未処理のデータを抽出し、タナックの宛名ラベル用データを作成する。
局出データを宛名ラベルデータ作成済みに更新する。","PL/SQL","DB更新","",""
147,"KJB","勧誘DM管理システム",40,"KJBW01","アウトプット","FNKJBW0122","モニター用ＤＭラベルデータ作成","BTGKJBW0122J01","モニター用ＤＭラベルデータ作成処理","局出データ＿顧客ＤＢからモニター用ＤＭデータを取得し、モニター用ＤＭラベルデータ（Ｆ/Ｄ用）ＣＳＶファイルを作成する。","PL/SQL","DB更新","",""
148,"KJB","勧誘DM管理システム",41,"KJBB01","追求マスタ登録","FNKJBB0101","追求マスタ登録","BTGKJBB0101J01","追求マスタ登録処理（レギュラーDM）","局出候補データからリストデータ（データNo：6P11）により作成したレギュラー追求DMを取得し、下記の処理を行う。
　　①取得したデータをDMテストを行い、追求マスタの下記項目を取得する。
　　　　　仮運用管理コード
　　　　　仮ＤＭコード７桁目
　　　　　仮ＤＭコード８桁目
　　②上記①で取得した結果により、レギュラー追求インターバル（汎用コードマスタに定義）を元に次回DM作成予定日を算出し、追求マスタを登録する。
　ただし、既に同じ講座（DMコード上3桁）のレギュラー追求のデータが追求マスタに存在する場合は、
　古いデータを削除後に、追求マスタを登録する。追求中かどうかは無視する。","PL/SQL","DB更新","",""
149,"KJB","勧誘DM管理システム",42,"KJBB01","追求マスタ登録","FNKJBB0101","追求マスタ登録","BTGKJBB0101J02","追求マスタ登録処理（協会勧誘・技検応募）","・材発対象データのデータNO＝""6P12""、""6P13""、""6P14""、""6P15""、且つ、講座商品コードに紐づく講座3桁コードが協会勧誘技検応募指示マスタ情報（汎用コードマスタに定義）に登録されているものを対象として、下記の処理を行う。
　　①協会勧誘技検応募指示マスタ情報の協会コードが登録されている場合、協会勧誘用追求マスタの登録条件に該当するかを判定し、登録条件に該当した場合、DMテストを行い、協会勧誘用の追求マスタを登録する。
　　②協会勧誘技検応募指示マスタの技検部門コードが登録されている場合、技検応募用追求マスタの登録条件に該当するかを判定し、登録条件に該当した場合、DMテストを行い、技検応募用の追求マスタを登録する。
※追求マスタに該当対象がなければ追加する。有れば、追加しない。","PL/SQL","DB更新","",""
150,"KJB","勧誘DM管理システム",43,"KJBB01","追求マスタ登録","FNKJBB0101","追求マスタ登録","BTGKJBB0101J03","追求マスタ登録処理（スーパー早期）","・初回入金連携データから初回入金のデータを取得し、下記の処理を行う。
　 　初回入金連携データの講座商品コードが分割商品指示マスタに登録されている場合、DMテストを行い、スーパー早期DMを追求マスタに登録する。
　※既に同じ講座のスーパー早期のデータが追求マスタに存在する場合、古いデータを削除後に、追求マスタを登録する。
　※入金付きオーダーの場合、入金処理日＋9処理日後に次回DM作成予定日を設定する。","PL/SQL","DB更新","",""
151,"KJB","勧誘DM管理システム",44,"KJBZ01","勧誘DM共通機能","FNKJBZ0102","追求マスタ更新","BTGKJBZ0102J01","追求マスタ更新処理（A-1FUC）","局出候補データからOCS非該当のA-1FUCデータを取得し、追求マスタのＡ－１ＦＵＣ作成区分を作成済に更新する。","PL/SQL","DB更新","",""
152,"KJB","勧誘DM管理システム",45,"KJBZ01","勧誘DM共通機能","FNKJBZ0102","追求マスタ更新","BTGKJBZ0102J02","追求マスタ更新処理（追求）","局出候補データから足切り非該当、OCS非該当のレギュラー追求DM（A2以後）のデータを取得し、下記の処理を行う。
　　①取得した局出候補データにより、追求マスタの下記項目を更新する。
　　　DMコード７桁目　←　仮DMコード７桁目
　　　DMコード８桁目　←　仮DMコード８桁目
　　　運用管理コード　←　仮運用管理コード
　　　最新DM作成日　←　業務日付
　　②最終回追求の場合、追求マスタを追求終了に更新する。
　　③DMテストを行い、次回DM作成予定日を算出し、追求マスタの下記項目を更新する。
　　　　仮運用管理コード
　　　　仮ＤＭコード７桁目
　　　　仮ＤＭコード８桁目
　　　　次回DM作成予定日","PL/SQL","DB更新","",""
153,"KJB","勧誘DM管理システム",46,"KJBZ01","勧誘DM共通機能","FNKJBZ0102","追求マスタ更新","BTGKJBZ0102J03","追求マスタ更新処理（協会勧誘・技検応募）","局出候補データからOCS非該当の協会勧誘DM、技検応募DMのデータを取得し、下記の処理を行う。
　　①取得した局出候補データにより、追求マスタの下記項目を更新する。
　　　DMコード７桁目　←　仮DMコード７桁目
　　　DMコード８桁目　←　仮DMコード８桁目
　　　運用管理コード　←　仮運用管理コード
　　　最新DM作成日　←　業務日付
　　②最終回追求の場合、追求マスタを追求終了に更新する。
　　③DMテストを行い、次回DM作成予定日を算出し、追求マスタの下記項目を更新する。
　　　　仮運用管理コード
　　　　仮ＤＭコード７桁目
　　　　仮ＤＭコード８桁目
　　　　次回DM作成予定日","PL/SQL","DB更新","",""
154,"KJB","勧誘DM管理システム",47,"KJBZ01","勧誘DM共通機能","FNKJBZ0103","DMテスト判定","BTGKJBZ0103J01","DMテスト判定処理","・呼び出し元から渡された追求DMデータに対し、ＤＭテスト指示マスタを元にDMテスト判定を行う。
・追求マスタへDMテスト判定の結果を更新する。
・ＤＭテスト対象に該当する場合、ＤＭテスト指示マスタのDMテスト総使用数量、最終DMテスト区分を更新する。
・呼び出し元にDMテスト判定結果を返す。","PL/SQL","DB更新","",""
155,"KJB","勧誘DM管理システム",48,"KJBZ01","勧誘DM共通機能","FNKJBZ0104","OCS","BTGKJBZ0104J01","OCS処理","局出候補データからA-１FUC、レギュラー追求DM（A2以後）、協会勧誘DM、技検応募DMを取得し、下記の処理を行う。
　　①A-１FUCの場合、勧誘DM共通機能「OCS判定処理」を呼出して、OCS判定を行う。
　　②レギュラー追求DM（A2以後）の場合、勧誘DM共通機能「OCS判定処理」を呼出して、OCS判定を行う。
　　③協会勧誘DM、技検応募DMの場合、、勧誘DM共通機能「OCS（協会勧誘・技検応募）判定処理」を呼出して、判定を行い、
　　協会・技検OCS該当しない場合、勧誘DM共通機能「OCS判定処理」を呼出して、OCS判定を行う。
　　協会・技検OCS該当する場合、勧誘DM共通機能「OCS判定処理」を行わない。","PL/SQL","DB更新","",""
156,"KJB","勧誘DM管理システム",49,"KJBZ01","勧誘DM共通機能","FNKJBZ0104","OCS","BTGKJBZ0104J02","OCS判定処理","・呼び出し元から渡された追求DMデータがOCSルールにより、OCS判定を行い、OCS該当した場合、追求マスタをOCS該当に更新し、OCS該当データに登録する。
・呼び出し元にOCS結果を返す","PL/SQL","DB更新","",""
157,"KJB","勧誘DM管理システム",50,"KJBZ01","勧誘DM共通機能","FNKJBZ0104","OCS","BTGKJBZ0104J03","OCS（協会勧誘・技検応募）判定処理","・呼び出し元から渡された追求DMデータに対し、下記の処理を行う。
　①協会技検入会チェックを行う
　②中止チェックを行う
・該当した場合、追求マスタをOCS該当に更新する。
・呼び出し元にOCS結果を返す","PL/SQL","DB更新","",""
158,"KJB","勧誘DM管理システム",51,"KJBZ01","勧誘DM共通機能","FNKJBZ0105","郵番別区分取得","BTGKJBZ0105J01","郵番別区分取得処理","呼び出し元から渡されたカスタマーバーコード生成情報と郵便番号を元に郵便番号別区分を求め、呼び出し元に返す","PL/SQL","-","","DB更新は発生しない"
159,"KJB","勧誘DM管理システム",52,"KJBZ01","勧誘DM共通機能","FNKJBZ0106","ソート用郵便番号区分取得","BTGKJBZ0106J01","ソート用郵便番号区分取得処理","呼び出し元から渡された郵便番号_主番を元にソート用郵便番号区分を求め、呼び出し元に返す","PL/SQL","-","","DB更新は発生しない"
160,"KJB","勧誘DM管理システム",53,"KJBZ01","勧誘DM共通機能","FNKJBZ0107","OCRエンコード","BTGKJBZ0107J01","OCRエンコード処理","呼び出し元から渡された媒体ジャンル区分、顧客番号、DMコードを元にOCRコードを求め、呼び出し元に返す","PL/SQL","-","","DB更新は発生しない"
161,"KJB","勧誘DM管理システム",54,"KJBZ01","勧誘DM共通機能","FNKJBZ0108","再OCS","BTGKJBZ0108J01","再OCS判定処理","局出対象ワーク＿顧客ＤＢから未処理、種別が「特別ラベル以外」のデータを取得し、営業系（※１）、指導系（※２）別に、再OCSチェック（※）を行う。
再OCSに該当した場合、局出対象ワーク＿顧客ＤＢの削除フラグを削除に更新する。複数の再OCSに該当した場合は、該当した件数分を登録する。
※１　名簿抽出指示票で種別（出力種別）で以下を指定した場合が該当
 1: 名簿回転、2: 進学、3: ｱﾝｹｰﾄ､ 4: ﾘｸﾞﾚｯｼｮﾝ､ 8: サンプル付きＤＭ
※２　名簿抽出指示票で種別（出力種別）で以下を指定した場合が該当
5: 会報（「添削促進レター」のとき使用）、7: 指導","PL/SQL","DB更新","",""
162,"KJB","勧誘DM管理システム",55,"KJBZ01","勧誘DM共通機能","FNKJBZ0109","顧客DB分DM履歴作成","BTGKJBZ0109J01","顧客DB分DM履歴作成処理","局出対象ワーク＿顧客ＤＢからモニター用ＤＭ、ＦＵＣ、ＡＰＣ、ＯＣＳ該当以外の局出データを取得する。
取得した局出データが、DM履歴に
存在する場合、
 　・該当DM履歴の局出予定日を取得した局出データの局出予定日で更新する
 　・該当DM履歴のオーダー有無フラグを「0：オーダー無し」に更新する
存在しない場合、
 　・取得した局出データより、DM履歴に新規登録を行う","PL/SQL","DB更新","",""
163,"KJB","勧誘DM管理システム",56,"KJBZ01","勧誘DM共通機能","FNKJBZ0110","顧客DB分局出データ作成","BTGKJBZ0110J01","顧客DB分局出データ作成処理","局出対象ワーク＿顧客ＤＢから再OCS該当しない局出データ（削除フラグ「未削除」）を取得する。
取得した局出データの顧客番号により、顧客マスタアクセスのＡＰＩを利用し、顧客の郵便番号コード、都道府県コード、市区群コードを取得し、局出データを作成し、局出データ＿顧客ＤＢに登録する。","PL/SQL","DB更新","",""
164,"KJB","勧誘DM管理システム",57,"KJBZ01","勧誘DM共通機能","FNKJBZ0111","顧客DB分局出停止判定","BTGKJBZ0111J01","顧客DB分局出停止判定処理","局出データ＿顧客ＤＢから未処理の局出データを取得し、営業系、指導系別に、局出停止設定マスタの条件に該当するデータは、局出停止該当データ、OCS該当データ＿顧客ＤＢに登録、局出データ＿顧客ＤＢから削除する。

＜停止判定条件＞
ワイルドカード方式で講座3桁コード、都道府県コード、市区郡コ－ド、郵便番号
・局出停止に該当しないデータは、局出対象ワーク＿顧客ＤＢの処理ステータス「1：局出停止判定済」に更新する。","PL/SQL","DB更新","",""
165,"KJB","勧誘DM管理システム",58,"KJBZ01","勧誘DM共通機能","FNKJBZ0112","顧客DB分局出件数データ作成","BTGKJBZ0112J01","顧客DB分局出件数データ作成処理","局出データ＿顧客ＤＢから局出停止判定済の局出データを取得し、局出データの名簿・随時区分・用途区分・グル－プＮＯ・DM種別・講座3桁コード別の件数を集計し、局出件数データ＿顧客ＤＢに登録する。","PL/SQL","DB更新","",""
166,"KJB","勧誘DM管理システム",59,"KJBZ01","勧誘DM共通機能","FNKJBZ0113","顧客DB分局出データの件数更新","BTGKJBZ0113J01","顧客DB分局出データの件数更新処理","局出データ＿顧客ＤＢから局出停止判定済の局出データを取得する。
取得した局出データの作成件数を局出件数データ＿顧客ＤＢにより更新する。","PL/SQL","DB更新","",""
167,"KJB","勧誘DM管理システム",60,"KJBE03","随時抽出局出データ作成","FNKJBE0301","顧客ＤＢ随時抽出対象データ取得","BTGKJBE0301J01","顧客ＤＢ随時抽出対象データ取得処理","DM候補データ＿随時抽出の局出予定日＜＝業務日付の未処理のＤＭデータを取得し、局出対象ワーク＿顧客ＤＢに登録する。","PL/SQL","DB更新","",""
168,"KJB","勧誘DM管理システム",61,"KJBE04","名簿抽出局出データ作成","FNKJBE0401","顧客ＤＢ名簿抽出対象データ取得","BTGKJBE0401J01","顧客ＤＢ名簿抽出対象データ取得処理","DM候補データ＿名簿抽出の局出予定日＜＝（業務日付 ＋　名簿抽出の局出インタバール）の未処理のＤＭデータを取得し、局出対象ワーク＿顧客ＤＢに登録する。","PL/SQL","DB更新","",""
169,"KJB","勧誘DM管理システム",62,"KJBE04","名簿抽出局出データ作成","FNKJBE0402","モニターＤＭデータ作成","BTGKJBE0402J01","モニターＤＭデータ作成処理","局出対象ワーク＿顧客ＤＢから名簿・随時区分「名簿抽出」、
かつＤＭコード6桁目が ('L','X','J','F','Y','K','G','N'）のデータをグループNO別で取得する。
取得したデータをグループNOソートし、グループNOごとに固定モニタ全件（現状は５件）＋モニターネーム３件をＤＭ履歴作成対象外として、局出対象ワーク＿顧客ＤＢに登録する。
※モニターネーム３件の数字、ＤＭコード6桁目は、汎用コードマスタで管理する","PL/SQL","DB更新","",""
170,"KJZ","基幹システム共通",1,"KJZA01","パンチデータ取込","FNKJZA0101","パンチ取込","BTGKJZA0101E01","パンチ取込","・パンチデータファイルから１行ずつレコードを取得する
・１レコードは６５０バイトであることをチェックする
・先頭４桁が対象データNOであることをチェックする
・エラーの場合は、取込エラーデータへ登録する
・エラーでない場合は、データNOを元に項目を切り出して、対象のテーブルへ登録する
・対象データＮＯ：
　6P11(資料請求)、6P81(外部名簿リスト)、6P12(直入オーダー)、6P13(ラベル有オーダー)、6P1F(ラベル有オーダー（オプションコース）)、6P1G(定期送付継続申込)、6P14(直入オーダー（送違）)、
　6P15(ラベル有オーダー（送違）)、6P16(直入オーダー（協会）)、6P17(ラベル有オーダー（協会）)、6P18(直入オーダー（技検）)、
　6P19(ラベル有オーダー（技検）)、6P1K(協会代理部オーダー)、6P1V(写真展スクーリングデータ（直入）)、　6P1W(写真展スクーリングデータ（ラベル有）)、6P82(外部名簿オーダー)、6P8B(外部名簿ラベル有オーダー)、6P8E(イベントのみ登録データ)、P23(住名変更)、6P25(ＤＭ局戻)、6P27(払込通知（入金）)、　6P28(返品)、6P29(調整入金)、6P30(移動入金)、6P34(ＤＭ中止)、6P38(送金手帳再交付)、6P40(ステータス変更)、　6P47(ＤＭ局戻（ＯＣＲ）)、6P88(ギフト管理ＭＦ登録)、　6P93(追求用講座補正ＭＦ登録)、6P94(名簿用講座補正ＭＦ登録)
","ETL","ファイルToDB","入力",""
171,"KJZ","基幹システム共通",2,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0201","リスト・オーダー転送_資料請求取込","BTGKJZA0201E01","リスト・オーダー転送_資料請求取込","・資料請求ファイルを読み込み、６５０バイトで１レコード分ずつ取得する
・対象データNO：6P11（資料請求）のデータをリスト受付データ＿ヘッダ、リスト受付データ＿明細へ登録する","ETL","ファイルToDB","入力",""
172,"KJZ","基幹システム共通",3,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0202","リスト・オーダー転送_直入オーダー取込","BTGKJZA0202E01","リスト・オーダー転送_直入オーダー取込","・直入オーダーファイルを読み込み、６５０バイトで１レコード分ずつ取得する
・対象データNO：6P12（直入オーダー）のデータをオーダー受付データ＿ヘッダ、オーダー受付データ＿明細へ登録する","ETL","ファイルToDB","入力",""
173,"KJZ","基幹システム共通",4,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0203","リスト・オーダー転送_ラベル有オーダー取込","BTGKJZA0203E01","リスト・オーダー転送_ラベル有オーダー取込","・ラベル有オーダーファイルを読み込み、６５０バイトで１レコード分ずつ取得する
・対象データNO：6P13（ラベル有オーダー）のデータをオーダー受付データ＿ヘッダ、オーダー受付データ＿明細へ登録する","ETL","ファイルToDB","入力",""
174,"KJZ","基幹システム共通",5,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0204","リスト・オーダー転送_住名変更取込","BTGKJZA0204E01","リスト・オーダー転送_住名変更取込","・住名変更ファイルを読み込み、６５０バイトで１レコード分ずつ取得する
・対象データNO：6P23（住名変更）のデータを住名変受付データへ登録する","ETL","ファイルToDB","入力",""
175,"KJZ","基幹システム共通",6,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0205","リスト・オーダー転送_返品取込","BTGKJZA0205E01","リスト・オーダー転送_返品取込","・ 返品データ（コンタクト）ファイルを読み込み、８０バイトで１レコード分ずつ取得する。                      
・ 対象データNO：6P28（返品）のデータを返品トランへ登録する
","ETL","ファイルToDB","入力",""
176,"KJZ","基幹システム共通",7,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0206","教育訓練給付申請取込","BTGKJZA0206E01","教育訓練給付申請取込","・教育訓練給付申請取込ファイルを読み込み、８０バイトで１レコードずつ抽出する
・対象データNO：6P33（教育訓練給付申請）のデータを教育給付申請受付データへ登録する","ETL","ファイルToDB","入力",""
177,"KJZ","基幹システム共通",8,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0207","リスト・オーダー転送_DM中止取込","BTGKJZA0207E01","リスト・オーダー転送_DM中止取込","・DM中止ファイルを読み込み、80バイトで1レコード分ずつ取得する
・対象データNO：6P34（DM中止）のデータをDM中止受付データへ登録する","ETL","ファイルToDB","入力",""
178,"KJZ","基幹システム共通",9,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0208","リスト・オーダー転送_請求ストップ取込","BTGKJZA0208E01","リスト・オーダー転送_請求ストップ取込","・ 請求ストップデータファイルを読み込み、８０バイトで１レコード分ずつ取得する。                     
・ 対象データNO：6P35（請求ストップ）のデータを請求ストップトランへ登録する
","ETL","ファイルToDB","入力",""
179,"KJZ","基幹システム共通",10,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0209","リスト・オーダー転送_送金手帳再交付取込","BTGKJZA0209E01","リスト・オーダー転送_送金手帳再交付取込"," ・ 送金手帳再発行データファイルを読み込み、８０バイトで１レコード分ずつ取得する。                  
 ・ 対象データNO：6P38（送金手帳再交付）のデータを送金手帳再発行トランへ登録する 
","ETL","ファイルToDB","入力",""
180,"KJZ","基幹システム共通",11,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0210","リスト・オーダー転送_特別請求対象学番送金手帳再交付指示取込","BTGKJZA0210E01","リスト・オーダー転送_特別請求対象学番送金手帳再交付指示取込","・ 送金手帳再発行データファイルを読み込み、８０バイトで１レコード分ずつ取得する。                      
・ 対象データNO：6P3A（特別請求対象学番振替用紙再発行）のデータを送金手帳再発行トランへ登録する
","ETL","ファイルToDB","入力",""
181,"KJZ","基幹システム共通",12,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0211","リスト・オーダー転送_ステータス変更取込","BTGKJZA0211E01","リスト・オーダー転送_ステータス変更取込","・ステータス変更ファイルを読み込み、80バイトで1レコード分ずつ取得する
・対象データNO：6P40（ステータス変更）のデータをステータス変更受付データへ登録する","ETL","ファイルToDB","入力",""
182,"KJZ","基幹システム共通",13,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0212","リスト・オーダー転送_受講期限日変更取込","BTGKJZA0212E01","リスト・オーダー転送_受講期限日変更取込","・受講期限日変更ファイルを読み込み、80バイトで1レコード分ずつ取得する
・対象データNO：6P4E（受講期限日変更）のデータを受講期限日変更受付データへ登録する","ETL","ファイルToDB","入力",""
183,"KJZ","基幹システム共通",14,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0213","リスト・オーダー転送_お知らせと提出用紙再作成取込","BTGKJZA0213E01","リスト・オーダー転送_お知らせと提出用紙再作成取込","・お知らせと提出用紙再作成ファイルを読み込み、80バイトで1レコード分ずつ取得する
・対象データNO：6P4F（お知らせと提出用紙再作成）のデータをパーソナル冊子再発行受付データへ登録する","ETL","ファイルToDB","入力",""
184,"KJZ","基幹システム共通",15,"KJZA02","リスト・オーダー転送入力データ取込","FNKJZA0214","リスト・オーダー転送_合算キャンセルデータ取込","BTGKJZA0214E01","リスト・オーダー転送_合算キャンセルデータ取込","・ 合算キャンセルデータファイルを読み込み、８０バイトで１レコード分ずつ取得する。                   
・ 取得したデータを合算キャンセルトランへ登録する
","ETL","ファイルToDB","入力",""
185,"KJZ","基幹システム共通",16,"KJZA03","BIGLOBEデータ取込","FNKJZA0301","一般サイトリスト取込","BTGKJZA0301E01","一般サイトリスト取込","・一般サイトリストファイルを読み込み、１行毎に取得し、下記チェックを行う
　①項目数が正しいこと
　②各項目の項目長がオーバーフローしていないこと
・エラーの場合、取込エラーデータに登録する
・エラーでない場合、対象データNO：6P11（資料請求）のデータをリスト受付データ＿ヘッダ、リスト受付データ＿明細に登録する","ETL","ファイルToDB","入力",""
